CIF,COD_ENTE1,COD_ENTE2,COD_ENTE3,COD_ENTE4,COD_ENTE5,COD_ENTE6,Entidad Local,Cif dependiente,COD_ENTE1_DEP,COD_ENTE2_DEP,COD_ENTE3_DEP,COD_ENTE4_DEP,COD_ENTE5_DEP,COD_ENTE6_DEP,DEPENDIENTE,SECTORIZACION,     Fecha sectorización,Participación mayoritaria
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,P6890001H,01,00,085,C,C,000,C. Prov. Serv. Prev. Ex. Incen. Salv. Granada                         , ,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,G18383547,01,00,087,C,C,000,C. Aguas Blancas                                                      , ,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,Sin actividad,01,00,088,C,C,000,C. Urbanístico del Barranco del Poqueira                              , ,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,G18703900,01,00,099,C,C,000,C. Granada Cultural                                                   , ,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,Q1800684A,01,00,100,C,C,000,C. Solidaridad Prov. de Granada                                       , ,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,A18023705,01,18,000,D,P,001,Viviendas Sociales de Granada (VISOGSA)                               , ,01/12/2014,S
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,G18255679,01,18,000,D,V,001,P. Prov. Turismo                                                      ,AAPP,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,P6800003C,01,18,000,D,V,005,P. Garcia Lorca                                                       ,AAPP,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,P6800004A,01,18,000,D,V,006,P. Cemci                                                              ,AAPP,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,P6800005H,01,18,000,D,V,007,Servicio Provincial Tributario                                        ,AAPP,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,Q1800661I,01,00,281,C,C,000,C. Instituto Metropolitano del Taxi de Granada                        , ,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,G1800051C,01,18,000,D,O,001,Agencia Provincial de Extinción de Incendios                          ,AAPP,01/12/2014,
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,A18925180,01,18,000,D,P,004,Granada Desarrollo Innova S.A.                                        ,AAPP,01/12/2014,S
P1800000J,01,18,000,D,D,000,Diputación Prov. de Granada                                           ,G18911636,01,00,064,H,H,000,F. Pintor Julio Visconti                                              , ,01/12/2014,
P1800400B,01,18,003,A,A,000,Albolote                                                              ,B18580597,01,18,003,A,P,002,"Granja La Cartuja de Albolote, S.L.                                   ", ,,S
P1800400B,01,18,003,A,A,000,Albolote                                                              ,P6800408D,01,18,003,A,V,009,O. Aut. Prom. Económica y Empleo                                      ,AAPP,30/11/2007,
P1800400B,01,18,003,A,A,000,Albolote                                                              ,Q1800661I,01,00,281,C,C,000,C. Instituto Metropolitano del Taxi de Granada                        , ,01/12/2014,
P1800400B,01,18,003,A,A,000,Albolote                                                              ,B18623116,01,18,003,A,P,003,E. M. Suelo y Desarrollo Urbanístico de Albolote S.L.                 , ,,S
P1800600G,01,18,005,A,A,000,Albuñán                                                               ,P1800023B,01,00,091,C,C,000,C. Marquesado del Zenete                                              , ,,
P1801100G,01,18,010,A,A,000,Aldeire                                                               ,P1800023B,01,00,091,C,C,000,C. Marquesado del Zenete                                              , ,,
P1801200E,01,18,011,A,A,000,Alfacar                                                               ,Q1800661I,01,00,281,C,C,000,C. Instituto Metropolitano del Taxi de Granada                        , ,01/12/2014,
P1801400A,01,18,013,A,A,000,Alhama de Granada                                                     ,P6812304A,01,00,081,C,C,000,C. Turístico del Poniente Granadino                                   , ,,
P1801400A,01,18,013,A,A,000,Alhama de Granada                                                     ,A18602755,01,18,013,A,P,001,"S. Desarrollo Urbanistico de Alhama y Ventas, Surge S.A.              ", ,,S
P1801500H,01,18,014,A,A,000,Alhendín                                                              ,Q1800661I,01,00,281,C,C,000,C. Instituto Metropolitano del Taxi de Granada                        , ,01/12/2014,
P1801800B,01,18,017,A,A,000,Almuñécar                                                             ,P6801802G,01,18,017,A,V,002,P. M. Turismo                                                         ,AAPP,30/11/2007,
P1801800B,01,18,017,A,A,000,Almuñécar                                                             ,P6801803E,01,18,017,A,V,003,P. M. Deportes                                                        ,AAPP,30/11/2007,
P1801800B,01,18,017,A,A,000,Almuñécar                                                             ,P6801804C,01,18,017,A,V,004,Ctro. 3ª Edad                                                         ,AAPP,30/11/2007,
P1801800B,01,18,017,A,A,000,Almuñécar                                                             ,P6801806H,01,18,017,A,V,006,P. M. Esc. Música                                                     ,AAPP,30/11/2007,
P1801900J,01,18,018,A,A,000,Alquife                                                               ,P1800023B,01,00,091,C,C,000,C. Marquesado del Zenete                                              , ,,
P1802000H,01,18,911,A,A,000,Vegas del Genil                                                       ,Q1800661I,01,00,281,C,C,000,C. Instituto Metropolitano del Taxi de Granada                        , ,01/12/2014,
P1802100F,01,18,020,A,A,000,Arenas del Rey                                                        ,P6812304A,01,00,081,C,C,000,C. Turístico del Poniente Granadino                                   , ,,
P1802200D,01,18,021,A,A,000,Armilla                                                               ,V18609396,01,00,095,C,C,000,C. Sierra Nevada-Vega Sur                                             , ,01/01/2014,
P1802200D,01,18,021,A,A,000,Armilla                                                               ,A18474155,01,18,021,A,P,001,"Armuvissa I, S.A.                                                     ",AAPP,01/01/2014,S
P1802200D,01,18,021,A,A,000,Armilla                                                               ,A18034611,01,18,021,A,P,002,Fermasa                                                               ,S. no Financieras,01/01/2014,S
P1802200D,01,18,021,A,A,000,Armilla                                                               ,Q1800661I,01,00,281,C,C,000,C. Instituto Metropolitano del Taxi de Granada                        , ,01/12/2014,
P1802300B,01,18,022,A,A,000,Atarfe                                                                ,A18445486,01,18,022,A,P,001,Proyecto Atarfe                                                       , ,,S
